,Endereço,Latitude,Longitude
15417,"BC PALADINO, 140",,
15418,"R DR BARCELOS, 1366",,
15419,"R GRUTA, 98",,
15420,"R MARTIM FERREIRA DE CARVALHO, 375",,
15421,"ESTR CRISTIANO KRAEMER, 105",,
15422,"AV GETULIO VARGAS, 250",,
15423,"AV PROF OSCAR PEREIRA, 4315",,
15424,"R VARZEA, 400",,
15425,"R DEZOITO DE NOVEMBRO, 495",,
15426,"R DR HERMES PACHECO, 325",,
15427,"AV VENANCIO AIRES, 871",,
15428,"R GEN JOAO MANOEL, 407",,
15429,"AV JOAO PESSOA, 1381/3",,
15430,"R DONA AUGUSTA, 638",,
15431,"AV LUIZ MOSCHETTI, 455",,
15432,"R MAIAS, 676/102",,
15433,"AV VINTE UM DE ABRIL, 714",,
15434,"R PANORAMA, 476",,
15435,"AV SERTORIO, 6849/207",,
15436,"TRAV JUNDIAI, 2177",,
15437,"R ANDRADAS, 1137/803",,
15438,"R QUINTINO BOCAIUVA, 59/26",,
15439,"R LUZITANA, 143",,
15440,"R DR FLORENCIO YGARTUA, 105/6",,
15441,"AV ASSIS BRASIL, 4320/82",,
15442,"AV OTTO NIEMEYER, 2686/1",,
15443,"R PADRE JOAO BATISTA REUS, 3034",,
15444,"AV JUCA BATISTA, 3230/101",,
15445,"R PRISMA, 53",,
15446,"R BEIRUTE, 159",,
15447,"AV BERNARDINO SILVEIRA PASTORIZA, 1179",,
15448,"AV BENTO GONCALVES, 5015/1",,
15449,"R DR MARIO TOTTA, 2296",,
15450,"AV BERNARDINO SILVEIRA PASTORIZA, 648",,
15451,"R PADRE NAVARRO, 67",,
15452,"R DR ALBERTO BARBOSA, 113/1",,
15453,"R DR MARIO TOTTA, 629",,
15454,"AV FRANCISCO SILVEIRA BITENCOURT, 746",,
15455,"R SILVEIRO, 263",,
15456,"R SILVA SO, 178",,
15457,"ESTR VILA MARIA, 164",,
15458,"R PROF FREITAS E CASTRO, 270",,
15459,"R ANDRADAS, 1001/119",,
15460,"R ADELINO MACHADO DE SOUZA, 618",,
15461,"R DOM LUIZ GUANELLA, 98/3",,
15462,"AV ASSIS BRASIL, 5049",,
15463,"AV ASSIS BRASIL, 164/52",,
15464,"LG VESPASIANO JULIO VEPPO, 55/120",,
15465,"AV WENCESLAU ESCOBAR, 2770/7",,
15466,"PCA MARECHAL DEODORO, 110",,
15467,"R AMAPA, 511",,
15468,"R AMELIA TELES, 392",,
15469,"R VISCONDE DO HERVAL, 1309/401",,
15470,"R MARECHAL FLORIANO PEIXOTO, 715/1",,
15471,"AV BEIRA RIO, 90",,
15472,"AV BORGES DE MEDEIROS, 411",,
15473,"AV TERESOPOLIS, 3037",,
15474,"AV INDEPENDENCIA, 811",,
15475,"R FELIZARDO FURTADO, 286",,
15476,"R DEZESSETE DE JUNHO, 714",,
15477,"AV JOAO PESSOA, 343",,
15478,"R ANDRADAS, 804",,
15479,"AV DR CARLOS BARBOSA, 51",,
15480,"R ZEFERINO DIAS, 180/3",,
15481,"R JOAQUIM SILVEIRA, 395",,
15482,"R CARAZINHO, 46",,
15483,"R ANDRADAS, 943/1511",,
15484,"PCA MUNICIPAL, 71",,
15485,"R CALDAS JUNIOR, 48",,
15486,"AV OSVALDO ARANHA, 1126",,
15487,"AV BERNARDINO SILVEIRA DE AMORIM, 904",,
15488,"R MURILO FURTADO, 88",,
15489,"AV WENCESLAU ESCOBAR, 3026",,
15490,"AV SAO PEDRO, 584",,
15491,"AV PROTASIO ALVES, 825/2",,
15492,"AV SERRARIA, 1024",,
15493,"AV BENJAMIN CONSTANT, 1023",,
15494,"AV MARTINS BASTOS, 378",,
15495,"R PARAIBA, 358/202",,
15496,"AV EDGAR PIRES DE CASTRO, 4100",,
15497,"R XAVIER DE CARVALHO, 380",,
15498,"AV JULIO DE CASTILHOS, 489/3",,
15499,"AV ALBERTO BINS, 480",,
15500,"R DR BARCELOS, 560/6",,
15501,"AV WENCESLAU ESCOBAR, 2227",,
15502,"AV ASSIS BRASIL, 1379",,
15503,"AV EDUARDO PRADO, 1904/111",,
15504,"AV FARRAPOS, 59",,
15505,"AV AZENHA, 1067/52",,
15506,"R ENG JOAO LUDERITZ, 496",,
15507,"AV SERTORIO, 7101",,
15508,"AV TERESOPOLIS, 3463",,
15509,"R DONA MARGARIDA, 91",,
15510,"R REPUBLICA, 706/5001",,
15511,"AV PRESIDENTE FRANKLIN ROOSEVELT, 336",,
15512,"AV JUCA BATISTA, 2115",,
15513,"AV SERTORIO, 6600/1",,
15514,"R TEIXEIRA DE FREITAS, 31",,
15515,"R VOLUNTARIOS DA PATRIA, 188/406",,
15516,"R COMENDADOR RHEINGANTZ, 70",,
15517,"R SENHOR DOS PASSOS, 235/605",,
15518,"AV JULIO DE CASTILHOS, 333/1",,
15519,"AV CAVALHADA, 3267",,
15520,"AV BENJAMIN CONSTANT, 1791",,
15521,"R GUATO, 111",,
15522,"R SURUPA, 205",,
15523,"AV ASSIS BRASIL, 2206",,
15524,"R DR FLORES, 225",,
15525,"AV ASSIS BRASIL, 795",,
15526,"AV DESEMBARGADOR ANDRE DA ROCHA, 270",,
15527,"R JOSE DO PATROCINIO, 877",,
15528,"R CALDAS JUNIOR, 393",,
15529,"R IRENE CAPPONI SANTIAGO, 301",,
15530,"R JOSE DO PATROCINIO, 517",,
15531,"AV FARRAPOS, 2445",,
15532,"R VICENTE DA FONTOURA, 2017",,
15533,"R SEPE TIARAJU, 1089/2",,
15534,"R REPUBLICA, 14",,
15535,"AV BENTO GONCALVES, 781/2",,
15536,"R MATIAS JOSE BINS, 695",,
15537,"AV EDGAR PIRES DE CASTRO, 1025/3",,
15538,"R DR CAIO BRANDAO DE MELLO, 95/5",,
15539,"AV EDUARDO PRADO, 1829",,
15540,"R IRMAO WEIBERT, 482/1",,
15541,"AV PERNAMBUCO, 2413",,
15542,"R WILSON SANT'ANNA VIEIRA, 25",,
15543,"AV NONOAI, 1285/3",,
15544,"AV BALTAZAR DE OLIVEIRA GARCIA, 3089",,
15545,"AV FARIA LOBATO, 964",,
15546,"AV ELIAS CIRNE LIMA, 303",,
15547,"R PORTO CALVO, 66",,
15548,"AV TERESOPOLIS, 3503",,
15549,"AV PROTASIO ALVES, 9800",,
15550,"AV BENTO GONCALVES, 2050",,
15551,"AV CRISTOVAO COLOMBO, 2240/20",,
15552,"R GASPAR MARTINS, 510",,
15553,"R GARIBALDI, 1161",,
15554,"R JOSE DE ALENCAR, 1248",,
15555,"AV ASSIS BRASIL, 1652/404",,
15556,"AV EDGAR PIRES DE CASTRO, 11899",,
15557,"R VOLUNTARIOS DA PATRIA, 150/2",,
15558,"AV JOAO ELUSTONDO FILHO, 555",,
15559,"AV PRESIDENTE FRANKLIN ROOSEVELT, 915/",,
15560,"AV RIO SAO GONCALO, 532",,
15561,"AV PROTASIO ALVES, 723",,
15562,"AV ASSIS BRASIL, 7214/204",,
15563,"R AUGUSTO SEVERO, 171",,
15564,"AV TULIO DE ROSE, 580/103",,
15565,"AV IPIRANGA, 7021",,
15566,"R VOLUNTARIOS DA PATRIA, 608/32",,
15567,"R ERNESTO ALVES, 355",,
15568,"R ACORES, 68/301",,
15569,"AV SAO SEBASTIAO, 27/5",,
15570,"AV CRISTOVAO COLOMBO, 545/1099",,
15571,"R GEN JOAO TELLES, 524/701",,
15572,"R FELIX DA CUNHA, 91",,
15573,"AV PRAIA DE BELAS, 2124/805",,
15574,"R BARAO DE SANTO ANGELO, 384",,
15575,"R PASSO DA PATRIA, 394",,
15576,"R IDA BARBACHAN, 66/1",,
15577,"AV SERTORIO, 10160",,
15578,"R SIQUEIRA CAMPOS, 896",,
15579,"R DR FLORES, 36",,
15580,"AV ALBERTO BINS, 620",,
15581,"AV SOUZA MELO, 234/2",,
15582,"R CAIRU, 353",,
15583,"ESTR ALPES, 922/2",,
15584,"R FREDERICO MENTZ, 555/1",,
15585,"R SILVA JARDIM, 311/2",,
15586,"R DR PEREIRA NETO, 1959",,
15587,"AV CEARA, 955",,
15588,"AV ASSIS BRASIL, 2450",,
15589,"AV PROTASIO ALVES, 3974/5",,
15590,"AV ASSIS BRASIL, 1978/6",,
15591,"AV FORTE, 1474",,
15592,"AV CAVALHADA, 3567",,
15593,"R SANTA MARIA, 742",,
15594,"AV CAVALHADA, 2370/411",,
15595,"AV BENTO GONCALVES, 7118",,
15596,"R SOMALIA, 236",,
15597,"TRAV ENG ACILINO CARVALHO, 49",,
15598,"AV PRESIDENTE FRANKLIN ROOSEVELT, 551",,
15599,"AV WENCESLAU ESCOBAR, 978/4",,
15600,"R AMABILE SAMARANI FERREIRA, 378",,
15601,"R EMILIO KEIDANN, 50/1",,
15602,"R DEPUTADO CUNHA BUENO, 121/104",,
15603,"R LUIZ AFONSO, 247",,
15604,"AV ALBERTO BINS, 410/6",,
15605,"R WENCESLAU FONTOURA, 4721",,
15606,"AV DONARIO BRAGA, 122",,
15607,"AV PROTASIO ALVES, 2365/604",,
15608,"AV BASTIAN, 21",,
15609,"R GONCALVES DIAS, 106",,
15610,"AV PLINIO BRASIL MILANO, 2299/17",,
15611,"R CEL TIMOTEO, 15/2",,
15612,"AV JUCA BATISTA, 2263/1",,
15613,"AV JUCA BATISTA, 825",,
15614,"R ERNESTO ARAUJO, 745",,
15615,"R IBARE CAETANO, 6",,
15616,"AV NONOAI, 1666/2",,
15617,"AV FARRAPOS, 2948",,
15618,"R VINTE QUATRO DE OUTUBRO, 407",,
15619,"R LUZITANA, 192",,
15620,"R DR ARMANDO BARBEDO, 304",,
15621,"R PARQUE, 481",,
15622,"AV JUCA BATISTA, 3661",,
15623,"AV AZENHA, 1067/44",,
15624,"R JOAO GUIMARAES, 377",,
15625,"AV BENTO GONCALVES, 6122",,
15626,"AV CIRCULAR, 10",,
15627,"R ANGELO DOURADO, 225",,
15628,"R SAO LEOPOLDO, 186",,
15629,"R MARECHAL MESQUITA, 269",,
15630,"R ABAETE, 91",,
15631,"R JACINTO GOMES, 463",,
15632,"AV PROTASIO ALVES, 2346",,
15633,"R SOROCABA, 59",,
15634,"ESTR JOAO ANTONIO SILVEIRA, 380",,
15635,"R GEN VITORINO, 172",,
15636,"AV ALEXANDRE LUIZ, 476",,
15637,"AV SOLEDADE, 565/36",,
15638,"AV BRINO, 73",,
15639,"R MIGUEL TOSTES, 796",,
15640,"AV AURELIANO DE FIGUEIREDO PINTO, 473",,
15641,"AV PROTASIO ALVES, 7731/2",,
15642,"R JOSE DE ALENCAR, 1280",,
15643,"R PAQUETA, 199",,
15644,"AV CAVALHADA, 3160/101",,
15645,"R DOMINGOS CRESCENCIO, 908",,
15646,"AV NILOPOLIS, 55/4",,
15647,"AV TAQUARA, 63/2",,
15648,"R CAPITAO CARLOS LAMARCA, 80",,
15649,"R FREDERICO MENTZ, 1561/107",,
15650,"R FELIX DA CUNHA, 751/203",,
15651,"R DR RAMIRO D'AVILA, 62",,
15652,"R ANSELMO MANZOLI FILHO, 240/1",,
15653,"R BANCO DA PROVINCIA, 86",,
15654,"PCA DR LOPES TROVAO, 16",,
15655,"AV JOAO PESSOA, 1293",,
15656,"AV FRANCISCO TREIN, 545/103",,
15657,"AV PROTASIO ALVES, 801/3",,
15658,"AV BENTO GONCALVES, 739",,
15659,"AV MARQUES DE SOUZA, 6",,
15660,"ESTR CHAPEU DO SOL, 2389",,
15661,"ESTR CRISTIANO KRAEMER, 1811",,
15662,"AV PROF OSCAR PEREIRA, 1760",,
15663,"AV CRISTOVAO COLOMBO, 1168/202",,
15664,"AV CEL MARCOS, 1812",,
15665,"AV SERTORIO, 3770",,
15666,"AV EDUARDO PRADO, 1550",,
15667,"AV DR NILO PECANHA, 3048",,
15668,"R ALBERTO SILVA, 608",,
15669,"AV ESTADOS, 2215",,
15670,"R MOURA AZEVEDO, 600/707",,
15671,"AV PROF PAULA SOARES, 1136/2",,
15672,"AV ASSIS BRASIL, 3230/3",,
15673,"AV BALTAZAR DE OLIVEIRA GARCIA, 2790/1",,
15674,"AV BENTO GONCALVES, 3045",,
15675,"AV PROF OSCAR PEREIRA, 400",,
15676,"R CAETANO LA PORTA, 220",,
15677,"AV BALTAZAR DE OLIVEIRA GARCIA, 3085/2",,
15678,"R SEZEFREDO IGNACIO DE OLIVEIRA, 128",,
15679,"AV BRASIL, 233",,
15680,"R DR MARIO TOTTA, 645/4",,
15681,"R VIGARIO JOSE IGNACIO, 230",,
15682,"AV ASSIS BRASIL, 6661",,
15683,"AV CRISTOVAO COLOMBO, 545/1090",,
15684,"R JOSE MADRID, 566/2",,
15685,"AV CRISTOVAO COLOMBO, 545/2188",,
15686,"AV ASSIS BRASIL, 5023",,
15687,"AV ASSIS BRASIL, 6032/1",,
15688,"AV AMYNTHAS JACQUES DE MORAES, 105/7",,
15689,"R DR FLORES, 105/408",,
15690,"R ANDRADAS, 1170/3",,
15691,"R GEN LIMA E SILVA, 1664",,
15692,"AV IPIRANGA, 5200/143",,
15693,"R ADAO BAINO, 146/415",,
15694,"AV PERNAMBUCO, 2435",,
15695,"R MANOEL FERRADOR, 304",,
15696,"R GUADALAJARA, 1015",,
15697,"R RAMIRO BARCELOS, 1796/301",,
15698,"R LIVRAMENTO, 427",,
15699,"R BARAO DO TRIUNFO, 385",,
15700,"AV ASSIS BRASIL, 2499",,
15701,"AV CRISTOVAO COLOMBO, 2176/506",,
15702,"R OLAVO BARRETO VIANA, 36/215",,
15703,"AV DIARIO DE NOTICIAS, 300/2016",,
15704,"AV GETULIO VARGAS, 1415",,
15705,"AV DR NILO PECANHA, 1700/11",,
15706,"R CAIRU, 138/2",,
15707,"R ENG ILDEFONSO SIMOES LOPES, 85",,
15708,"R CEL FEIJO, 1118",,
15709,"AV NILOPOLIS, 543/7",,
15710,"AV ASSIS BRASIL, 1826/304",,
15711,"R GARIBALDI, 1250",,
15712,"AV VENANCIO AIRES, 449/2",,
15713,"AV PADRE CACIQUE, 891/19",,
15714,"AV DIARIO DE NOTICIAS, 300/2008",,
15715,"R VIGARIO JOSE IGNACIO, 220",,
15716,"R VICENTE MARSIGLIA FILHO, 251",,
15717,"AV EDGAR PIRES DE CASTRO, 1560/307",,
15718,"R LEOPOLDO BIER, 101",,
15719,"R JERONIMO COELHO, 75/501",,
15720,"R CASEMIRO DE ABREU, 659/1",,
15721,"R ANITA GARIBALDI, 2401/1",,
15722,"R DONA MARGARIDA, 140",,
15723,"AV MAUA, 2011/802",,
15724,"R SERRO AZUL, 66",,
15725,"R SYLVIO SANSON, 222",,
15726,"R COMENDADOR ANTONIO FONTOURA, 197",,
15727,"R SANTA CECILIA, 1330",,
15728,"R ANDRADAS, 1155/702",,
15729,"AV ASSIS BRASIL, 2160",,
15730,"R URUGUAI, 335/75",,
15731,"R MUCIO TEIXEIRA, 1054",,
15732,"R CARLOS SILVEIRA MARTINS PACHECO, 26/",,
15733,"R DR FLORES, 87",,
15734,"R MARTINS DE CARVALHO, 50",,
15735,"R BERNARDO TCHERNIN, 155/25",,
15736,"ESTR RETIRO DA PONTA GROSSA, 4284",,
15737,"R FERNANDO SOUTO DA SILVA, 81",,
15738,"AV MARTIM FELIX BERTA, 685",,
15739,"AV OSVALDO ARANHA, 1407",,
15740,"R DR MARIO TOTTA, 1247",,
15741,"TRAV ENG ACILINO CARVALHO, 11/11",,
15742,"AV FARRAPOS, 4069",,
15743,"AV PROTASIO ALVES, 6527/4",,
15744,"R VINTE QUATRO DE OUTUBRO, 1557/3",,
15745,"R CEL TIMOTEO, 48",,
15746,"AV TRAMANDAI, 654",,
15747,"R VALPARAISO, 393/1",,
15748,"R BUARQUE DE MACEDO, 740",,
15749,"R BARAO DE TEFFE, 225",,
15750,"AV INDEPENDENCIA, 172/1",,
15751,"AV OSVALDO ARANHA, 918",,
15752,"AV PROTASIO ALVES, 1055",,
15753,"R BARAO DE SANTO ANGELO, 274",,
15754,"AV TRAMANDAI, 67/3",,
15755,"R CONDE DE PORTO ALEGRE, 38",,
15756,"R CONGO, 130",,
15757,"AV NONOAI, 865/4",,
15758,"R BARAO DO GRAVATAI, 234/1",,
15759,"AV BENTO GONCALVES, 556",,
15760,"AV ASSIS BRASIL, 1989",,
15761,"AV BALTAZAR DE OLIVEIRA GARCIA, 5007",,
15762,"R VICTOR ISSLER, 173/1",,
15763,"R ALVARES CABRAL, 304/207",,
15764,"R MARTIM FERREIRA DE CARVALHO, 382",,
15765,"R BARAO DE UBA, 454",,
15766,"AV TERESOPOLIS, 2956/310",,
15767,"R GIORDANO BRUNO, 358",,
15768,"R VERISSIMO ROSA, 44",,
15769,"AV ASSIS BRASIL, 1400",,
15770,"AV DIARIO DE NOTICIAS, 300/1045",,
15771,"R PINTO BANDEIRA, 357/17",,
15772,"ESTR JOAO ANTONIO SILVEIRA, 175",,
15773,"AV BERNARDINO SILVEIRA DE AMORIM, 3258",,
15774,"AV PROTASIO ALVES, 8619/202",,
15775,"AV BENJAMIN CONSTANT, 551",,
15776,"AV INDEPENDENCIA, 1211/19",,
15777,"ESTR JOAO ANTONIO SILVEIRA, 1450/2",,
15778,"R VOLUNTARIOS DA PATRIA, 3811/50",,
15779,"R MARECHAL FLORIANO PEIXOTO, 266/3",,
15780,"R VIGARIO JOSE IGNACIO, 508/230",,
15781,"R BARAO DO AMAZONAS, 1288",,
15782,"ESTR JOAO SALOMONI, 600/113",,
15783,"AV CRISTOVAO COLOMBO, 2543",,
15784,"AV GETULIO VARGAS, 1013",,
15785,"AV JOAO PESSOA, 1272",,
15786,"R ANDRADAS, 1234/2410",,
15787,"R JOSE DO PATROCINIO, 30",,
15788,"R SERAFIM ALENCASTRO, 865",,
15789,"AV CARNEIRO DA FONTOURA, 851",,
15790,"AV VICENTE MONTEGGIA, 307",,
15791,"AV OTTO NIEMEYER, 601/6",,
15792,"AV PROTASIO ALVES, 2850",,
15793,"AV WENCESLAU ESCOBAR, 3038/8",,
15794,"AV FORTE, 557/206",,
15795,"AV DR NILO PECANHA, 3228/13",,
15796,"AV BERNARDINO SILVEIRA DE AMORIM, 854",,
15797,"R RIACHUELO, 895",,
15798,"AV OSVALDO ARANHA, 898",,
15799,"AV FRANCISCO TALAIA DE MOURA, 535",,
15800,"AV ALBERTO BINS, 320",,
15801,"R PEREIRA FRANCO, 418",,
15802,"R CHICO PEDRO, 760",,
15803,"AV JUCA BATISTA, 8000/3",,
15804,"AV DR CARLOS BARBOSA, 944/1",,
15805,"AV SAO SEBASTIAO, 27/202",,
15806,"R CEL VICENTE, 174",,
15807,"R SIQUEIRA CAMPOS, 1184/508",,
15808,"AV EDUARDO PRADO, 123",,
15809,"AV SAO PEDRO, 1417",,
15810,"R VIGARIO JOSE IGNACIO, 566/604",,
15811,"R DR FLORES, 87/144",,
15812,"AV MANOEL ELIAS, 1346",,
15813,"R VOLUNTARIOS DA PATRIA, 465",,
15814,"R ANDRADAS, 1767",,
15815,"R DONA LAURA, 320/801",,
15816,"R ANDRADAS, 1137/1604",,
15817,"AV ENG JOSE MARIA DE CARVALHO, 300",,
15818,"R FELIX DA CUNHA, 836/103",,
15819,"AV DIARIO DE NOTICIAS, 300/910",,
15820,"AV TERESOPOLIS, 3252",,
15821,"AV SENADOR SALGADO FILHO, 126",,
15822,"AV ECOVILLE, 865/1",,
15823,"R GEN LIMA E SILVA, 266/101",,
15824,"AV PROTASIO ALVES, 2492",,
15825,"AV JUCA BATISTA, 1572",,
15826,"R PERO VAZ DE CAMINHA, 295",,
15827,"AV TERESOPOLIS, 3437",,
15828,"AV BAGE, 489",,
15829,"R VOLUNTARIOS DA PATRIA, 125/127",,
15830,"AV VICENTE MONTEGGIA, 2762/1",,
15831,"ESTR JOAO ANTONIO SILVEIRA, 991",,
15832,"R ENG FERNANDO DE ABREU PEREIRA, 131",,
15833,"AV PROTASIO ALVES, 2618/1",,
15834,"AV JOAO FERREIRA JARDIM, 259",,
15835,"R VINTE QUATRO DE OUTUBRO, 1557/5",,
15836,"R OLAVO BARRETO VIANA, 36/111",,
15837,"AV JOAO PESSOA, 141",,
15838,"R ELEUTHERIO ARAUJO, 14/305",,
15839,"AV JULIO DE CASTILHOS, 72",,
15840,"R BARAO DE SANTO ANGELO, 454",,
15841,"AC JOSE DA SILVA BERNARDO, 232",,
15842,"R FILADELFIA, 2",,
15843,"AV MAUA, 2011/1103",,
15844,"AV DR CARLOS BARBOSA, 828/3",,
15845,"AV INDUSTRIAS, 1345",,
15846,"AV AMAZONAS, 862",,
15847,"AV SERTORIO, 3397",,
15848,"R BEIRUTE, 408",,
15849,"R ANDRADAS, 1001/132",,
15850,"R VINTE QUATRO DE OUTUBRO, 111/48",,
15851,"AV ICARAI, 780/106",,
15852,"R BACAIRIS, 96",,
15853,"R DUQUE DE CAXIAS, 224",,
15854,"AV BENTO GONCALVES, 1414/21",,
15855,"AV CEL LUCAS DE OLIVEIRA, 652",,
15856,"AV FRANCA, 1261",,
15857,"R ANDRADAS, 1538",,
15858,"AV CRISTOVAO COLOMBO, 2211/6",,
15859,"AV JOAO PESSOA, 1831/238",,
15860,"R OLAVO BARRETO VIANA, 36/219",,
15861,"AV JOAO WALLIG, 1800/216",,
15862,"AV CRISTOVAO COLOMBO, 545/2090",,
15863,"AV FARRAPOS, 3430",,
15864,"AV SENADOR SALGADO FILHO, 118",,
15865,"AV PRESIDENTE FRANKLIN ROOSEVELT, 1063",,
15866,"R MARECHAL FLORIANO PEIXOTO, 4/1",,
15867,"AV PRAIA DE BELAS, 1181/1093",,
15868,"AV ASSIS BRASIL, 2611/269",,
15869,"AV PRESIDENTE FRANKLIN ROOSEVELT, 1250",,
15870,"AV SAO PEDRO, 651",,
15871,"R SENHOR DOS PASSOS, 274",,
15872,"AV ASSIS BRASIL, 4320/58",,
15873,"AV PROTASIO ALVES, 2621",,
15874,"AV ASSIS BRASIL, 2611/256",,
15875,"AV FARRAPOS, 2449",,
15876,"AV SENADOR SALGADO FILHO, 248",,
15877,"AV ASSIS BRASIL, 6917",,
15878,"R JOSE DE ALENCAR, 480/1",,
15879,"AV SAO PEDRO, 1445",,
15880,"R JOAQUIM NABUCO, 19",,
15881,"R BARAO DO AMAZONAS, 1049/4",,
15882,"AV ASSIS BRASIL, 1817/205",,
15883,"R BEZERRA DE MENEZES, 71/301",,
15884,"AV ADELINO FERREIRA JARDIM, 199",,
15885,"R DORIVAL CASTILHO MACHADO, 436",,
15886,"AV MONTE CRISTO, 490",,
15887,"R PEDRO BOTICARIO, 461",,
15888,"R JOSE HUBERTO BRONCA, 959",,
15889,"R PEDRO IVO, 492",,
15890,"AV PROTASIO ALVES, 580/2",,
15891,"AV ASSIS BRASIL, 7045",,
15892,"AV FARRAPOS, 120",,
15893,"R CAPITAO PEDRO WERLANG, 1066",,
15894,"R VIGARIO JOSE IGNACIO, 371/1020",,
15895,"R FELIX DA CUNHA, 190",,
15896,"AV SERRARIA, 2067",,
15897,"AV DR CARLOS BARBOSA, 175",,
15898,"AV TOLEDO PIZA, 548/3",,
15899,"R XAVIER DA CUNHA, 894",,
15900,"R ARABUTAN, 926/1",,
15901,"R MARECHAL JOSE INACIO DA SILVA, 540/1",,
15902,"AV ARNALDO BOHRER, 480/1",,
15903,"R AUGUSTO SEVERO, 243",,
15904,"R ERNESTO ARAUJO, 98",,
15905,"R TAPIRAPES, 91",,
15906,"R FERNANDO GOMES, 128/703",,
15907,"AV GOETHE, 46",,
15908,"AV BALTAZAR DE OLIVEIRA GARCIA, 3320",,
15909,"AV VICENTE MONTEGGIA, 1109",,
15910,"AV BENTO GONCALVES, 3271",,
15911,"AV IPIRANGA, 3960",,
15912,"R PADRE CLEMENTE STEFFEN, 1172",,
15913,"AV JULIO DE CASTILHOS, 596/903",,
15914,"R DORIVAL CASTILHO MACHADO, 1267",,
15915,"AV PRAIA DE BELAS, 550",,
15916,"R ABOLICAO, 1272",,
15917,"AV ASSIS BRASIL, 584",,
15918,"R HEITOR SOUTO, 51/2",,
15919,"ESTR JOAO DE OLIVEIRA REMIAO, 6791",,
15920,"R OCTAVIO DE SOUZA, 260/1",,
15921,"R ANDRADAS, 1593",,
15922,"R VOLUNTARIOS DA PATRIA, 3740",,
15923,"R VOLUNTARIOS DA PATRIA, 3814",,
15924,"AV AURELIANO DE FIGUEIREDO PINTO, 789",,
15925,"R TEN ARY TARRAGO, 493",,
15926,"R DIOGO ALVARES CORREIA, 301",,
15927,"R PROF ASLID GICK, 98",,
15928,"R SOUZA LOBO, 420",,
15929,"R GEN LIMA E SILVA, 926",,
15930,"R VOLUNTARIOS DA PATRIA, 1623",,
15931,"R DR PEREIRA NETO, 1880",,
15932,"R DR SEBASTIAO LEAO, 4",,
15933,"R VIDAL DE NEGREIROS, 218/1",,
15934,"R ITAPUI, 344",,
15935,"R NICOLAU FAILLACE, 236",,
15936,"ESTR VILA MARIA, 232",,
15937,"R SAO FRANCISCO, 865",,
15938,"R LILA RIPOLL, 667",,
15939,"AV BENTO GONCALVES, 1960/1",,
15940,"ESTR JOAO ANTONIO SILVEIRA, 1079",,
15941,"R ALBERTO SILVA, 889",,
15942,"R WALDOMIRO SCHAPKE, 11",,
15943,"R PROF FREITAS E CASTRO, 352",,
15944,"R BARCELONA, 330/34",,
15945,"AV CEL APARICIO BORGES, 1737",,
15946,"AV LAMI, 3200",,
15947,"PCA LIMA DUARTE, 9",,
15948,"AV SATURNINO DE BRITO, 224",,
15949,"PCA OSVALDO CRUZ, 15/705",,
15950,"R DR CASTRO DE MENEZES, 871",,
15951,"R MARCILIO DIAS, 1552",,
15952,"R CONSELHEIRO TRAVASSOS, 419",,
15953,"AV OTTO NIEMEYER, 3220",,
15954,"R ABAETE, 28",,
15955,"R JACINTO GOMES, 2",,
15956,"AV JUCA BATISTA, 2249",,
15957,"AV BENTO GONCALVES, 886",,
15958,"AV CAVALHADA, 3415/1",,
15959,"AV ENG FRANCISCO RODOLFO SIMCH, 49",,
15960,"VDT OTAVIO ROCHA, 21",,
15961,"AV CEARA, 478",,
15962,"R SAO FRANCISCO, 749",,
15963,"R NIGERIA, 77",,
15964,"R DR VOLTAIRE PIRES, 1023",,
15965,"R SAO CRISPIM, 90",,
15966,"AV PROTASIO ALVES, 4402",,
15967,"R TEIXEIRA DE CARVALHO, 352",,
15968,"AV BERNARDINO SILVEIRA PASTORIZA, 251",,
15969,"AV BENTO GONCALVES, 1562",,
15970,"R VOLUNTARIOS DA PATRIA, 82/20",,
15971,"R CARLOS TREIN FILHO, 148",,
15972,"R DR FLORES, 384/1",,
15973,"R ASCENCAO, 155",,
15974,"AV PROTASIO ALVES, 491/203",,
15975,"ESTR RETIRO DA PONTA GROSSA, 1020/1",,
15976,"R PROF AMY HERVE RAMIREZ, 150",,
15977,"AV DIVISA, 2336",,
15978,"AV ERICO VERISSIMO, 1500",,
15979,"AV DIVISA, 2340",,
15980,"R TEN ALPOIM, 580",,
15981,"R VICTOR SILVA, 225/2",,
15982,"R OCTAVIO DE SOUZA, 621",,
15983,"R FARIA SANTOS, 451",,
15984,"AV TERESOPOLIS, 3123",,
15985,"AV JUCA BATISTA, 330",,
15986,"AV RODRIGUES DA FONSECA, 1794/2",,
15987,"R CEL LUIZ RIVIELLO, 165",,
15988,"R MARCILIO DIAS, 1430",,
15989,"R SIQUEIRA CAMPOS, 866",,
15990,"AV PADRE LEOPOLDO BRENTANO, 11",,
15991,"R DR CAMPOS VELHO, 717",,
15992,"AV JOSE CORREA DA SILVA, 138",,
15993,"AV CAVALHADA, 4260/2",,
15994,"R ANGELO BARCELOS, 25",,
15995,"R DORIVAL CASTILHO MACHADO, 636",,
15996,"R AVAI, 33",,
15997,"R DR PEREIRA NETO, 2251/1",,
15998,"R DR ARMANDO BARBEDO, 300/1",,
15999,"AV FORTE, 950/7",,
16000,"R VICENTE DA FONTOURA, 1049",,
